[2026-03-17T10:40:03.729788] TQQQ | precision_buy_algorithm | SMA57 | President 45 | 3M | critical | TQQQ PRECISION BUY SMA57 [President 45] 3M | PRECISION BUY — SMA 57 at 48.27 | OHLC4 48.27 (current bar) | Close 48.27 | Hard stop: 48.26 | Drawdown 1.0% from 48.76 | TF: 3M
[2026-03-18T09:27:14.032152] SH | automated_short_order | SMA46 | Time (365) | 2M | critical | SH AUTO SHORT SMA46 [Time (365)] 2M | AUTO SHORT — SMA 46 at 37.15 | OHLC4 37.14 (current bar) | Close 37.14 | Hard stop: 37.16 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T09:27:14.060161] SH | singular_point_hard_stop | SMA46 | Time (366) | 2M | critical | SH HARD STOP SMA46 [Time (366)] 2M | HARD STOP — SMA 46 at 37.15 | Breach above $-0.01 | Close 37.14, High 37.16 | STATE: aso→sphs_aso | TF: 2M
[2026-03-18T09:27:14.091799] SH | automated_short_order | SMA36 | Time (144) | 2M | critical | SH AUTO SHORT SMA36 [Time (144)] 2M | AUTO SHORT — SMA 36 at 37.15 | OHLC4 37.14 (current bar) | Close 37.14 | Hard stop: 37.16 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T09:27:14.114802] SH | singular_point_hard_stop | SMA29 | President 45 | 2M | critical | SH HARD STOP SMA29 [President 45] 2M | HARD STOP — SMA 29 at 37.14 | Breach above $-0.00 | Close 37.14, High 37.16 | STATE: aso→sphs_aso | TF: 2M
[2026-03-18T09:27:14.196732] SH | singular_point_hard_stop | SMA28 | WTC (911) | 2M | critical | SH HARD STOP SMA28 [WTC (911)] 2M | HARD STOP — SMA 28 at 37.14 | Breach above $-0.00 | Close 37.14, High 37.16 | STATE: aso→sphs_aso | TF: 2M
[2026-03-18T09:27:15.610888] SH | singular_point_hard_stop | SMA20 | NASDAQ System | 3M | critical | SH HARD STOP SMA20 [NASDAQ System] 3M | HARD STOP — SMA 20 at 37.14 | Breach above $-0.00 | Close 37.14, High 37.16 | STATE: aso→sphs_aso | TF: 3M
[2026-03-18T09:27:15.637264] SH | singular_point_hard_stop | SMA900 | Dow Jones System | 3M | critical | SH HARD STOP SMA900 [Dow Jones System] 3M | HARD STOP — SMA 900 at 37.15 | Breach above $-0.01 | Close 37.14, High 37.16 | STATE: aso→sphs_aso | TF: 3M
[2026-03-18T09:27:15.680615] SH | singular_point_hard_stop | SMA888 | ICKY WOODS (888) | 3M | critical | SH HARD STOP SMA888 [ICKY WOODS (888)] 3M | HARD STOP — SMA 888 at 37.15 | Breach above $-0.01 | Close 37.14, High 37.16 | STATE: aso→sphs_aso | TF: 3M
[2026-03-18T09:27:15.680932] SH | singular_point_hard_stop | SMA22 | LUCKY (777) | 3M | critical | SH HARD STOP SMA22 [LUCKY (777)] 3M | HARD STOP — SMA 22 at 37.15 | Breach above $-0.01 | Close 37.14, High 37.16 | STATE: aso→sphs_aso | TF: 3M
[2026-03-18T09:27:15.700130] SH | singular_point_hard_stop | SMA777 | LUCKY (777) | 3M | critical | SH HARD STOP SMA777 [LUCKY (777)] 3M | HARD STOP — SMA 777 at 37.14 | Breach above $-0.00 | Close 37.14, High 37.16 | STATE: aso→sphs_aso | TF: 3M
[2026-03-18T09:27:15.721174] SH | singular_point_hard_stop | SMA27 | Regression (432) | 3M | critical | SH HARD STOP SMA27 [Regression (432)] 3M | HARD STOP — SMA 27 at 37.15 | Breach above $-0.01 | Close 37.14, High 37.16 | STATE: aso→sphs_aso | TF: 3M
[2026-03-18T09:27:15.738494] SH | singular_point_hard_stop | SMA864 | Regression (432) | 3M | critical | SH HARD STOP SMA864 [Regression (432)] 3M | HARD STOP — SMA 864 at 37.15 | Breach above $-0.01 | Close 37.14, High 37.16 | STATE: aso→sphs_aso | TF: 3M
[2026-03-18T09:27:15.760258] SH | singular_point_hard_stop | SMA720 | 180 | 3M | critical | SH HARD STOP SMA720 [180] 3M | HARD STOP — SMA 720 at 37.14 | Breach above $-0.00 | Close 37.14, High 37.16 | STATE: aso→sphs_aso | TF: 3M
[2026-03-18T09:27:15.760616] SH | singular_point_hard_stop | SMA23 | Time (365) | 3M | critical | SH HARD STOP SMA23 [Time (365)] 3M | HARD STOP — SMA 23 at 37.15 | Breach above $-0.01 | Close 37.14, High 37.16 | STATE: aso→sphs_aso | TF: 3M
[2026-03-18T09:27:15.775711] SH | singular_point_hard_stop | SMA730 | Time (365) | 3M | critical | SH HARD STOP SMA730 [Time (365)] 3M | HARD STOP — SMA 730 at 37.14 | Breach above $-0.00 | Close 37.14, High 37.16 | STATE: aso→sphs_aso | TF: 3M
[2026-03-18T09:27:15.791818] SH | singular_point_hard_stop | SMA732 | Time (366) | 3M | critical | SH HARD STOP SMA732 [Time (366)] 3M | HARD STOP — SMA 732 at 37.14 | Breach above $-0.00 | Close 37.14, High 37.16 | STATE: aso→sphs_aso | TF: 3M
[2026-03-18T09:27:15.840123] SH | singular_point_hard_stop | SMA736 | President 46 | 3M | critical | SH HARD STOP SMA736 [President 46] 3M | HARD STOP — SMA 736 at 37.14 | Breach above $-0.00 | Close 37.14, High 37.16 | STATE: aso→sphs_aso | TF: 3M
[2026-03-18T09:27:15.857072] SH | singular_point_hard_stop | SMA752 | President 47 | 3M | critical | SH HARD STOP SMA752 [President 47] 3M | HARD STOP — SMA 752 at 37.14 | Breach above $-0.00 | Close 37.14, High 37.16 | STATE: aso→sphs_aso | TF: 3M
[2026-03-18T09:27:15.878189] SH | singular_point_hard_stop | SMA26 | SVIX (211) | 3M | critical | SH HARD STOP SMA26 [SVIX (211)] 3M | HARD STOP — SMA 26 at 37.15 | Breach above $-0.01 | Close 37.14, High 37.16 | STATE: aso→sphs_aso | TF: 3M
[2026-03-18T09:27:15.900646] SH | singular_point_hard_stop | SMA844 | SVIX (211) | 3M | critical | SH HARD STOP SMA844 [SVIX (211)] 3M | HARD STOP — SMA 844 at 37.15 | Breach above $-0.01 | Close 37.14, High 37.16 | STATE: aso→sphs_aso | TF: 3M
[2026-03-18T09:27:15.932147] SH | singular_point_hard_stop | SMA808 | Resource Missing (404) | 3M | critical | SH HARD STOP SMA808 [Resource Missing (404)] 3M | HARD STOP — SMA 808 at 37.15 | Breach above $-0.01 | Close 37.14, High 37.16 | STATE: aso→sphs_aso | TF: 3M
[2026-03-18T09:27:17.433211] SH | automated_short_order | SMA20 | NASDAQ System | 5M | critical | SH AUTO SHORT SMA20 [NASDAQ System] 5M | AUTO SHORT — SMA 20 at 37.15 | OHLC4 37.14 (current bar) | Close 37.14 | Hard stop: 37.16 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T09:27:17.467381] SH | automated_short_order | SMA600 | Dow Jones System | 5M | critical | SH AUTO SHORT SMA600 [Dow Jones System] 5M | AUTO SHORT — SMA 600 at 37.15 | OHLC4 37.14 (current bar) | Close 37.14 | Hard stop: 37.16 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T09:27:17.491714] SH | automated_short_order | SMA666 | EVIL (666) | 5M | critical | SH AUTO SHORT SMA666 [EVIL (666)] 5M | AUTO SHORT — SMA 666 at 37.14 | OHLC4 37.14 (current bar) | Close 37.14 | Hard stop: 37.15 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T09:27:17.497791] SH | automated_short_order | SMA11 | ICKY WOODS (888) | 5M | critical | SH AUTO SHORT SMA11 [ICKY WOODS (888)] 5M | AUTO SHORT — SMA 11 at 37.14 | OHLC4 37.14 (current bar) | Close 37.14 | Hard stop: 37.15 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T09:27:17.542484] SH | automated_short_order | SMA555 | LUCKY (777) | 5M | critical | SH AUTO SHORT SMA555 [LUCKY (777)] 5M | AUTO SHORT — SMA 555 at 37.15 | OHLC4 37.14 (current bar) | Close 37.14 | Hard stop: 37.16 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T09:27:17.548342] SH | singular_point_hard_stop | SMA19 | Waring's Problem | 5M | critical | SH HARD STOP SMA19 [Waring's Problem] 5M | HARD STOP — SMA 19 at 37.15 | Breach above $-0.01 | Close 37.14, High 37.16 | STATE: aso→sphs_aso | TF: 5M
[2026-03-18T09:27:17.569650] SH | automated_short_order | SMA548 | Waring's Problem | 5M | critical | SH AUTO SHORT SMA548 [Waring's Problem] 5M | AUTO SHORT — SMA 548 at 37.15 | OHLC4 37.14 (current bar) | Close 37.14 | Hard stop: 37.16 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T09:27:17.689224] SH | automated_short_order | SMA18 | Time (144) | 5M | critical | SH AUTO SHORT SMA18 [Time (144)] 5M | AUTO SHORT — SMA 18 at 37.15 | OHLC4 37.14 (current bar) | Close 37.14 | Hard stop: 37.16 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T09:27:17.710518] SH | automated_short_order | SMA576 | Time (144) | 5M | critical | SH AUTO SHORT SMA576 [Time (144)] 5M | AUTO SHORT — SMA 576 at 37.15 | OHLC4 37.14 (current bar) | Close 37.14 | Hard stop: 37.16 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T09:27:17.731118] SH | singular_point_hard_stop | SMA455 | President 45 | 5M | critical | SH HARD STOP SMA455 [President 45] 5M | HARD STOP — SMA 455 at 37.14 | Breach above $-0.00 | Close 37.14, High 37.16 | STATE: aso→sphs_aso | TF: 5M
[2026-03-18T09:27:17.812978] SH | singular_point_hard_stop | SMA456 | WTC (911) | 5M | critical | SH HARD STOP SMA456 [WTC (911)] 5M | HARD STOP — SMA 456 at 37.14 | Breach above $-0.00 | Close 37.14, High 37.16 | STATE: aso→sphs_aso | TF: 5M
[2026-03-18T09:27:26.991860] SH | automated_short_order | SMA50 | S&P 500 System | 1H | critical | SH AUTO SHORT SMA50 [S&P 500 System] 1H | AUTO SHORT — SMA 50 at 37.15 | OHLC4 37.15 (prev bar) | Close 37.10 | Hard stop: 37.16 (penny above) | SYSTEM NEGATIVE | TF: 1H
[2026-03-18T09:27:27.015188] SH | automated_short_order | SMA60 | Dow Jones System | 1H | critical | SH AUTO SHORT SMA60 [Dow Jones System] 1H | AUTO SHORT — SMA 60 at 37.15 | OHLC4 37.15 (prev bar) | Close 37.10 | Hard stop: 37.16 (penny above) | SYSTEM NEGATIVE | TF: 1H
[2026-03-18T09:27:27.043115] SH | automated_short_order | SMA66 | EVIL (666) | 1H | critical | SH AUTO SHORT SMA66 [EVIL (666)] 1H | AUTO SHORT — SMA 66 at 37.15 | OHLC4 37.15 (prev bar) | Close 37.10 | Hard stop: 37.16 (penny above) | SYSTEM NEGATIVE | TF: 1H
[2026-03-18T09:27:27.092853] SH | automated_short_order | SMA55 | LUCKY (777) | 1H | critical | SH AUTO SHORT SMA55 [LUCKY (777)] 1H | AUTO SHORT — SMA 55 at 37.14 | OHLC4 37.15 (prev bar) | Close 37.10 | Hard stop: 37.15 (penny above) | SYSTEM NEGATIVE | TF: 1H
[2026-03-18T09:27:27.150072] SH | automated_short_order | SMA54 | Regression (432) | 1H | critical | SH AUTO SHORT SMA54 [Regression (432)] 1H | AUTO SHORT — SMA 54 at 37.14 | OHLC4 37.15 (prev bar) | Close 37.10 | Hard stop: 37.15 (penny above) | SYSTEM NEGATIVE | TF: 1H
[2026-03-18T09:27:27.255895] SH | automated_short_order | SMA72 | Time (144) | 1H | critical | SH AUTO SHORT SMA72 [Time (144)] 1H | AUTO SHORT — SMA 72 at 37.14 | OHLC4 37.15 (prev bar) | Close 37.10 | Hard stop: 37.15 (penny above) | SYSTEM NEGATIVE | TF: 1H
[2026-03-18T09:27:27.271070] SH | automated_short_order | SMA57 | President 45 | 1H | critical | SH AUTO SHORT SMA57 [President 45] 1H | AUTO SHORT — SMA 57 at 37.15 | OHLC4 37.15 (prev bar) | Close 37.10 | Hard stop: 37.16 (penny above) | SYSTEM NEGATIVE | TF: 1H
[2026-03-18T09:27:27.361246] SH | automated_short_order | SMA52 | SVIX (211) | 1H | critical | SH AUTO SHORT SMA52 [SVIX (211)] 1H | AUTO SHORT — SMA 52 at 37.14 | OHLC4 37.15 (prev bar) | Close 37.10 | Hard stop: 37.15 (penny above) | SYSTEM NEGATIVE | TF: 1H
[2026-03-18T09:27:27.382519] SH | automated_short_order | SMA51 | Resource Missing (404) | 1H | critical | SH AUTO SHORT SMA51 [Resource Missing (404)] 1H | AUTO SHORT — SMA 51 at 37.15 | OHLC4 37.15 (prev bar) | Close 37.10 | Hard stop: 37.16 (penny above) | SYSTEM NEGATIVE | TF: 1H
[2026-03-18T09:27:56.550476] QQQ | optimized_buying_algorithm | SMA366 | Time (366) | 5M | high | QQQ MAGNETIZED SMA366 [Time (366)] 5M | MAGNETIZED — SMA 366 at 602.34 | 3 consecutive magnetized bars | STATE: active ASO cluster | TF: 5M
[2026-03-18T09:27:56.626761] QQQ | optimized_buying_algorithm | SMA368 | President 46 | 5M | high | QQQ MAGNETIZED SMA368 [President 46] 5M | MAGNETIZED — SMA 368 at 602.34 | 3 consecutive magnetized bars | STATE: active ASO cluster | TF: 5M
[2026-03-18T09:28:12.278703] TQQQ | singular_point_hard_stop | SMA29 | President 45 | 3M | critical | TQQQ HARD STOP SMA29 [President 45] 3M | HARD STOP — SMA 29 at 47.71 | Breach $-0.04 | Close 47.75, Low 47.70 | Vol 0.3x avg | STATE: pba→sphs_pba | TF: 3M
[2026-03-18T09:28:12.373618] TQQQ | singular_point_hard_stop | SMA25 | Resource Missing (404) | 3M | critical | TQQQ HARD STOP SMA25 [Resource Missing (404)] 3M | HARD STOP — SMA 25 at 47.74 | Breach $-0.01 | Close 47.75, Low 47.70 | Vol 0.3x avg | STATE: pba→sphs_pba | TF: 3M
[2026-03-18T09:28:15.072125] TQQQ | singular_point_hard_stop | SMA200 | S&P 500 System | 10M | critical | TQQQ HARD STOP SMA200 [S&P 500 System] 10M | HARD STOP — SMA 200 at 47.90 | Breach above $-0.17 | Close 47.73, High 47.93 | STATE: aso→sphs_aso | TF: 10M
[2026-03-18T09:28:15.184579] TQQQ | optimized_buying_algorithm | SMA548 | Waring's Problem | 10M | high | TQQQ MAGNETIZED SMA548 [Waring's Problem] 10M | MAGNETIZED — SMA 548 at 47.87 | 3 consecutive magnetized bars | STATE: active ASO cluster | TF: 10M
[2026-03-18T09:28:15.223461] TQQQ | optimized_buying_algorithm | SMA180 | 180 | 10M | high | TQQQ MAGNETIZED BUY SMA180 [180] 10M | MAGNETIZED BUY — SMA 180 at 47.93 | 4 penny + 3 near touches across 4/10 bars | 3.2x expected | Capitular low: 47.36 | HIGH VOL | TF: 10M
[2026-03-18T09:28:15.244839] TQQQ | optimized_buying_algorithm | SMA183 | Time (365) | 10M | high | TQQQ MAGNETIZED BUY SMA183 [Time (365)] 10M | MAGNETIZED BUY — SMA 183 at 47.93 | 4 penny + 3 near touches across 4/10 bars | 3.2x expected | Capitular low: 47.36 | HIGH VOL | TF: 10M
[2026-03-18T09:28:15.332157] TQQQ | optimized_buying_algorithm | SMA184 | President 46 | 10M | high | TQQQ MAGNETIZED BUY SMA184 [President 46] 10M | MAGNETIZED BUY — SMA 184 at 47.93 | 3 penny + 4 near touches across 4/10 bars | 2.4x expected | Capitular low: 47.36 | HIGH VOL | TF: 10M
[2026-03-18T09:28:15.413858] TQQQ | optimized_buying_algorithm | SMA202 | Resource Missing (404) | 10M | high | TQQQ MAGNETIZED SMA202 [Resource Missing (404)] 10M | MAGNETIZED — SMA 202 at 47.89 | 3 consecutive magnetized bars | STATE: active ASO cluster | TF: 10M
[2026-03-18T09:28:26.618514] SQQQ | optimized_buying_algorithm | SMA50 | S&P 500 System | 2M | high | SQQQ MAGNETIZED BUY SMA50 [S&P 500 System] 2M | MAGNETIZED BUY — SMA 50 at 72.81 | 4 penny + 2 near touches across 5/10 bars | 2.6x expected | Capitular low: 72.37 | HIGH VOL | TF: 2M
[2026-03-18T09:28:28.494590] SQQQ | optimized_buying_algorithm | SMA28 | WTC (911) | 3M | high | SQQQ MAGNETIZED BUY SMA28 [WTC (911)] 3M | MAGNETIZED BUY — SMA 28 at 72.83 | 3 penny + 1 near touches across 4/10 bars | 2.6x expected | Capitular low: 72.25 | HIGH VOL | TF: 3M
[2026-03-18T09:28:30.068595] SQQQ | singular_point_hard_stop | SMA365 | Time (365) | 5M | critical | SQQQ HARD STOP SMA365 [Time (365)] 5M | HARD STOP — SMA 365 at 72.51 | Breach $-0.42 | Close 72.93, Low 72.50 | Vol 0.9x avg | STATE: pba→sphs_pba | TF: 5M
[2026-03-18T09:28:30.086325] SQQQ | singular_point_hard_stop | SMA366 | Time (366) | 5M | critical | SQQQ HARD STOP SMA366 [Time (366)] 5M | HARD STOP — SMA 366 at 72.51 | Breach $-0.42 | Close 72.93, Low 72.50 | Vol 0.9x avg | STATE: pba→sphs_pba | TF: 5M
[2026-03-18T09:28:30.147934] SQQQ | singular_point_hard_stop | SMA368 | President 46 | 5M | critical | SQQQ HARD STOP SMA368 [President 46] 5M | HARD STOP — SMA 368 at 72.51 | Breach $-0.42 | Close 72.93, Low 72.50 | Vol 0.9x avg | STATE: pba→sphs_pba | TF: 5M
[2026-03-18T09:28:43.016222] QLD | automated_short_order | SMA555 | LUCKY (777) | 2M | critical | QLD AUTO SHORT SMA555 [LUCKY (777)] 2M | AUTO SHORT — SMA 555 at 66.66 | OHLC4 66.66 (current bar) | Close 66.66 | Hard stop: 66.67 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T09:28:43.043793] QLD | automated_short_order | SMA548 | Waring's Problem | 2M | critical | QLD AUTO SHORT SMA548 [Waring's Problem] 2M | AUTO SHORT — SMA 548 at 66.66 | OHLC4 66.66 (current bar) | Close 66.66 | Hard stop: 66.67 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T09:28:58.484241] QLD | optimized_buying_algorithm | SMA92 | Time (366) | 2H | high | QLD MAGNETIZED BUY SMA92 [Time (366)] 2H | MAGNETIZED BUY — SMA 92 at 66.91 | 4 penny + 3 near touches across 4/10 bars | 4.7x expected | Capitular low: 66.09 | HIGH VOL | TF: 2H
[2026-03-18T09:29:07.439884] QID | automated_short_order | SMA24 | President 47 | 5M | critical | QID AUTO SHORT SMA24 [President 47] 5M | AUTO SHORT — SMA 24 at 21.13 | OHLC4 21.12 (current bar) | Close 21.08 | Hard stop: 21.14 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T09:29:07.501370] QID | automated_short_order | SMA25 | Resource Missing (404) | 5M | critical | QID AUTO SHORT SMA25 [Resource Missing (404)] 5M | AUTO SHORT — SMA 25 at 21.13 | OHLC4 21.12 (current bar) | Close 21.08 | Hard stop: 21.14 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T09:29:15.798229] QID | automated_short_order | SMA90 | Dow Jones System | 1H | critical | QID AUTO SHORT SMA90 [Dow Jones System] 1H | AUTO SHORT — SMA 90 at 21.17 | OHLC4 21.17 (prev bar) | Close 21.11 | Hard stop: 21.18 (penny above) | SYSTEM NEGATIVE | TF: 1H
[2026-03-18T09:29:15.841149] QID | automated_short_order | SMA88 | ICKY WOODS (888) | 1H | critical | QID AUTO SHORT SMA88 [ICKY WOODS (888)] 1H | AUTO SHORT — SMA 88 at 21.18 | OHLC4 21.17 (prev bar) | Close 21.11 | Hard stop: 21.19 (penny above) | SYSTEM NEGATIVE | TF: 1H
[2026-03-18T09:29:15.927816] QID | singular_point_hard_stop | SMA90 | 180 | 1H | critical | QID HARD STOP SMA90 [180] 1H | HARD STOP — SMA 90 at 21.17 | Breach above $-0.07 | Close 21.10, High 21.18 | STATE: aso→sphs_aso | TF: 1H
[2026-03-18T09:29:17.498367] QID | automated_short_order | SMA66 | EVIL (666) | 2H | critical | QID AUTO SHORT SMA66 [EVIL (666)] 2H | AUTO SHORT — SMA 66 at 21.13 | OHLC4 21.12 (current bar) | Close 21.10 | Hard stop: 21.14 (penny above) | SYSTEM NEGATIVE | TF: 2H
[2026-03-18T09:29:17.688377] QID | automated_short_order | SMA72 | Time (144) | 2H | critical | QID AUTO SHORT SMA72 [Time (144)] 2H | AUTO SHORT — SMA 72 at 21.12 | OHLC4 21.12 (current bar) | Close 21.10 | Hard stop: 21.13 (penny above) | SYSTEM NEGATIVE | TF: 2H
[2026-03-18T09:29:17.815369] QID | automated_short_order | SMA52 | SVIX (211) | 2H | critical | QID AUTO SHORT SMA52 [SVIX (211)] 2H | AUTO SHORT — SMA 52 at 21.12 | OHLC4 21.12 (current bar) | Close 21.10 | Hard stop: 21.13 (penny above) | SYSTEM NEGATIVE | TF: 2H
[2026-03-18T09:29:17.838349] QID | automated_short_order | SMA51 | Resource Missing (404) | 2H | critical | QID AUTO SHORT SMA51 [Resource Missing (404)] 2H | AUTO SHORT — SMA 51 at 21.13 | OHLC4 21.12 (current bar) | Close 21.10 | Hard stop: 21.14 (penny above) | SYSTEM NEGATIVE | TF: 2H
[2026-03-18T09:29:26.373547] PSQ | singular_point_hard_stop | SMA300 | Dow Jones System | 5M | critical | PSQ HARD STOP SMA300 [Dow Jones System] 5M | HARD STOP — SMA 300 at 31.07 | Breach above $-0.02 | Close 31.05, High 31.09 | STATE: aso→sphs_aso | TF: 5M
[2026-03-18T09:29:26.398364] PSQ | singular_point_hard_stop | SMA333 | EVIL (666) | 5M | critical | PSQ HARD STOP SMA333 [EVIL (666)] 5M | HARD STOP — SMA 333 at 31.08 | Breach above $-0.03 | Close 31.05, High 31.09 | STATE: aso→sphs_aso | TF: 5M
[2026-03-18T09:29:26.433906] PSQ | singular_point_hard_stop | SMA888 | ICKY WOODS (888) | 5M | critical | PSQ HARD STOP SMA888 [ICKY WOODS (888)] 5M | HARD STOP — SMA 888 at 31.07 | Breach above $-0.02 | Close 31.05, High 31.09 | STATE: aso→sphs_aso | TF: 5M
[2026-03-18T09:29:26.434266] PSQ | singular_point_hard_stop | SMA22 | LUCKY (777) | 5M | critical | PSQ HARD STOP SMA22 [LUCKY (777)] 5M | HARD STOP — SMA 22 at 31.08 | Breach above $-0.03 | Close 31.05, High 31.09 | STATE: aso→sphs_aso | TF: 5M
[2026-03-18T09:29:26.520745] PSQ | singular_point_hard_stop | SMA864 | Regression (432) | 5M | critical | PSQ HARD STOP SMA864 [Regression (432)] 5M | HARD STOP — SMA 864 at 31.08 | Breach above $-0.03 | Close 31.05, High 31.09 | STATE: aso→sphs_aso | TF: 5M
[2026-03-18T09:29:26.547479] PSQ | singular_point_hard_stop | SMA23 | Time (365) | 5M | critical | PSQ HARD STOP SMA23 [Time (365)] 5M | HARD STOP — SMA 23 at 31.08 | Breach above $-0.03 | Close 31.05, High 31.09 | STATE: aso→sphs_aso | TF: 5M
[2026-03-18T09:29:26.609516] PSQ | singular_point_hard_stop | SMA288 | Time (144) | 5M | critical | PSQ HARD STOP SMA288 [Time (144)] 5M | HARD STOP — SMA 288 at 31.07 | Breach above $-0.02 | Close 31.05, High 31.09 | STATE: aso→sphs_aso | TF: 5M
[2026-03-18T09:29:34.794837] PSQ | automated_short_order | SMA90 | Dow Jones System | 1H | critical | PSQ AUTO SHORT SMA90 [Dow Jones System] 1H | AUTO SHORT — SMA 90 at 31.09 | OHLC4 31.09 (prev bar) | Close 31.05 | Hard stop: 31.10 (penny above) | SYSTEM NEGATIVE | TF: 1H
[2026-03-18T09:29:34.839150] PSQ | automated_short_order | SMA88 | ICKY WOODS (888) | 1H | critical | PSQ AUTO SHORT SMA88 [ICKY WOODS (888)] 1H | AUTO SHORT — SMA 88 at 31.09 | OHLC4 31.09 (prev bar) | Close 31.05 | Hard stop: 31.10 (penny above) | SYSTEM NEGATIVE | TF: 1H
[2026-03-18T09:29:36.837199] PSQ | automated_short_order | SMA51 | Resource Missing (404) | 2H | critical | PSQ AUTO SHORT SMA51 [Resource Missing (404)] 2H | AUTO SHORT — SMA 51 at 31.06 | OHLC4 31.06 (current bar) | Close 31.05 | Hard stop: 31.07 (penny above) | SYSTEM NEGATIVE | TF: 2H
[2026-03-18T09:29:41.052348] DIA | automated_short_order | SMA50 | S&P 500 System | 1M | critical | DIA AUTO SHORT SMA50 [S&P 500 System] 1M | AUTO SHORT — SMA 50 at 468.84 | OHLC4 468.83 (current bar) | Close 468.68 | Hard stop: 468.85 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T09:29:41.501005] DIA | automated_short_order | SMA51 | Resource Missing (404) | 1M | critical | DIA AUTO SHORT SMA51 [Resource Missing (404)] 1M | AUTO SHORT — SMA 51 at 468.84 | OHLC4 468.83 (current bar) | Close 468.68 | Hard stop: 468.85 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T09:30:02.168773] UDOW | automated_short_order | SMA27 | Regression (432) | 3M | critical | UDOW AUTO SHORT SMA27 [Regression (432)] 3M | AUTO SHORT — SMA 27 at 52.26 | OHLC4 52.26 (current bar) | Close 52.13 | Hard stop: 52.27 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T09:30:02.357127] UDOW | automated_short_order | SMA28 | WTC (911) | 3M | critical | UDOW AUTO SHORT SMA28 [WTC (911)] 3M | AUTO SHORT — SMA 28 at 52.26 | OHLC4 52.26 (current bar) | Close 52.13 | Hard stop: 52.27 (penny above) | SYSTEM NEGATIVE | TF: 3M
